Order_ID,Customer_ID,Product_ID,Order_Date,Quantity,Customer_Name,Email,City,Product_Name,Category,Price
10038,5524,4336,2024-02-08,7.0,Rebekah Rojas,james03@yahoo.com,Lake Phillipmouth,Bring,Books,251.62
10039,6180,4065,2023-06-06,3.0,Maria Velasquez,stevenlopez@bishop.net,Jessicafurt,Thank,Electronics,360.46
10040,52,5651,2023-04-21,3.0,Austin Holmes,adrianaharris@holt-preston.com,Lake Mark,Whether,Electronics,486.04
10041,1337,6697,2023-06-17,10.0,Diana Coleman,ysimpson@hotmail.com,Port Loriview,Remember,Toys,259.32
10042,8215,8834,2023-11-21,10.0,Amy Thompson,fjohnson@gmail.com,West Tyler,Read,Toys,242.04
10043,2712,2984,2024-12-28,2.0,Dakota Miles,vsmith@yahoo.com,West Ryanchester,Stay,Toys,470.19
10044,5652,6635,2023-06-19,8.0,Luis Christian,victoria69@adams.org,Benjamintown,Anyone,Books,159.46
10045,8501,5013,2024-06-03,10.0,Barbara Price,david37@hotmail.com,Rebekahmouth,Create,Electronics,356.06
10046,5806,4790,2023-05-13,6.0,Elizabeth Gomez,hoffmanrussell@gmail.com,Evansside,Book,Furniture,239.04
10047,1046,4601,2024-01-18,9.0,Sean Carrillo,mjones@gmail.com,West Michaelbury,Expect,Books,232.62
10048,519,9792,2023-10-16,5.0,Teresa Orozco,morenomatthew@yahoo.com,North Daniellefort,May,Electronics,181.91
10049,3882,2871,2024-12-16,7.0,Vanessa House,bob29@hotmail.com,Lake Thomastown,Focus,Books,498.57
10050,5658,2941,2025-01-29,7.0,Tina Gutierrez,fhoward@shaw-nguyen.com,Patelview,Recognize,Electronics,251.42
10051,1733,10038,2025-03-25,4.0,Christopher Morris,johnsonandrew@clements-brown.com,Brookeville,Cost,Furniture,488.84
10052,1582,425,2023-12-07,4.0,Kyle Smith,jacksoncory@pham.org,Lake Jonathanfurt,Great,Furniture,433.4
10053,7015,7850,2023-11-06,1.0,Wanda Henderson,pamelarobinson@hotmail.com,Banksside,Sense,Electronics,496.1
10054,9353,7910,2024-01-03,8.0,Catherine Jackson,michaelalvarez@weber-chavez.com,East Michaelhaven,Somebody,Furniture,29.07
10055,6062,5036,2023-04-29,1.0,Karen Brown,yleonard@cardenas.info,Cookfort,Daughter,Furniture,328.57
10056,7392,8253,2024-06-07,1.0,George Smith,cameron72@gmail.com,Robertport,Century,Toys,92.56
10057,5359,2310,2023-04-11,7.0,Robin Robertson,jillian84@perez.org,New Oliviaton,Free,Books,408.89
10058,8821,8627,2025-02-17,8.0,Shelby Huerta,juliefisher@yahoo.com,Alexandrafurt,Almost,Furniture,100.89
10059,9133,533,2025-03-01,6.0,Karen Burton,kristencooper@webster.com,Davisport,Bit,Books,247.91
10060,8474,10017,2024-07-20,10.0,Theresa Smith,harrisyvonne@hotmail.com,Jennifermouth,Computer,Books,216.09
10061,8950,5044,2023-12-13,10.0,Alexandra Castro,imays@warren-barnett.info,Lake Marychester,Poor,Toys,458.81
10062,6677,3822,2024-01-22,5.5,Desiree Vargas,ttravis@white.com,Riverastad,Candidate,Books,186.4
10063,3305,191,2024-03-01,10.0,Justin Lindsey,ygonzalez@fisher.info,Jessicaton,Movie,Books,300.43
10064,4364,7726,2024-07-11,1.0,Michael Clay,mary86@johnson-thompson.com,East Andrewview,Lay,Electronics,440.78
10065,3181,3323,2023-04-28,8.0,Michele Harris,epark@hotmail.com,East Bobbyside,We,Furniture,480.57
10066,4826,3511,2024-08-28,9.0,Jennifer Lewis,lorraine52@hood.com,East Brianmouth,Throughout,Toys,79.44
10067,7576,2369,2023-08-21,8.0,James Parker,langmatthew@yahoo.com,Amandamouth,Thousand,Books,263.96
10068,6832,5697,2024-07-24,10.0,Daniel Howard,diane21@gmail.com,South Doris,Traditional,Toys,26.74
10069,1951,2264,2024-10-23,8.0,Gary Flores,hmunoz@reeves-daniel.com,Richardmouth,Large,Toys,384.2
10070,4449,744,2024-07-13,1.0,Kenneth Nelson,andrealee@yahoo.com,Changberg,Decade,Electronics,125.77
10071,9135,5271,2024-02-23,2.0,Paul Mayer,whitneyvilla@gmail.com,New Donnaberg,Dream,Books,348.53
10072,3939,7244,2023-09-28,7.0,Cameron Ortiz,elliottdawn@yahoo.com,South Jerryfurt,Forget,Electronics,88.49
10073,906,6782,2025-03-29,1.0,Russell Moore,bhoffman@ramos.net,Robertsbury,Ready,Furniture,218.99
10074,2958,9718,2024-04-04,6.0,Brian Johnson,valerie60@yahoo.com,Benjaminstad,Three,Electronics,252.2
10075,8220,6276,2025-03-27,1.0,Elizabeth Good,bennettjose@gmail.com,New Kevin,Accept,Furniture,245.27
10076,2058,630,2023-09-05,7.0,Nathan Adkins,andrewmcdaniel@thomas.net,Ellisland,Difference,Furniture,26.48
10077,6290,6718,2023-04-11,4.0,Matthew Crawford,duranvictor@yahoo.com,New Jeremy,Detail,Toys,465.23
10078,9992,6470,2023-11-19,7.0,,,,Behavior,Toys,171.96
10079,102,7068,2023-11-01,3.0,Sara Leonard,michael14@rodgers-johnson.com,South Anitachester,Natural,Furniture,416.63
10080,3001,3010,2023-12-24,4.0,Ashley Brown,garyjones@hotmail.com,Lake Craigburgh,Hit,Furniture,431.0
10081,6171,6814,2023-11-09,6.0,Anthony Olson,lrodriguez@hotmail.com,Port Karenhaven,Game,Electronics,217.69
10082,3989,6429,2024-03-02,4.0,George Hull,powellashley@jones.org,South Johnville,Single,Toys,345.24
10083,9961,3987,2023-06-15,2.0,,,,Far,Furniture,414.08
10084,6698,5045,2024-12-16,5.5,Patricia Briggs,kbrowning@gmail.com,South Sandrabury,World,Furniture,436.76
10085,2952,9534,2023-06-28,5.0,Marvin Jennings,jimenezpatrick@mcconnell.com,Port Stevenchester,Answer,Toys,67.57
10086,135,7713,2024-01-11,4.0,Catherine Clark,jacqueline74@hotmail.com,Wagnerbury,Every,Furniture,445.39
10087,3409,9452,2023-10-09,7.0,Sheena Martin,bgray@yahoo.com,Andersonmouth,Glass,Furniture,90.42
10088,5793,2902,2025-02-19,6.0,Richard Wallace,sherrywebb@hotmail.com,Port Mark,Couple,Furniture,186.94
10089,217,8454,2024-12-11,10.0,Victoria Evans,wayne75@yahoo.com,Nguyenview,Maybe,Furniture,357.94
10090,4887,9838,2025-02-10,9.0,Lauren Romero,lawrence23@gmail.com,New David,After,Furniture,153.32
10091,1099,7273,2023-11-02,3.0,Daniel Hughes,mitchelljoshua@campbell.biz,West Marcusmouth,Husband,Books,392.33
10092,8993,415,2024-02-17,8.0,Gregory Jones,morganrivas@velazquez.biz,Coryview,Each,Electronics,378.57
10093,6664,1619,2024-09-30,3.0,Erin Frank,kimberly49@hotmail.com,Lake Danielside,Similar,Books,188.9
10094,4269,1528,2023-09-28,2.0,Kim Lamb,garyhoward@yahoo.com,Deanshire,In,Toys,151.68
10095,3733,6079,2023-09-04,9.0,Richard Richardson,gillespielori@yahoo.com,Port Lisaport,Series,Furniture,77.1
10096,7127,4039,2023-05-14,7.0,Nicole Brown,andrewcarr@norris.com,West Peterstad,Produce,Furniture,381.29
10097,9251,207,2024-07-19,1.0,Shelley Walker,johngray@hughes-lamb.com,Robertsonfort,Team,Electronics,61.53
10098,5387,8328,2023-10-02,4.0,Dr. Shannon Schneider,gainesanthony@gmail.com,Lake Saraberg,Go,Furniture,230.76
10099,4377,1267,2023-06-21,7.0,Nathaniel Berry,salaskevin@lang.com,Jacksonton,Simply,Furniture,116.8
10100,7977,9723,2023-09-03,9.0,David Smith,james82@hotmail.com,New Michael,Effort,Electronics,144.45
10101,7571,1851,2024-12-31,8.0,Pamela Williams,williamlee@ortega-tyler.org,Crystalville,Growth,Books,343.59
10102,6558,3544,2025-01-27,9.0,Christopher Weber,dawnwolf@yahoo.com,Batesborough,Music,Electronics,463.51
10103,8021,1606,2024-12-31,3.0,Jason Wong,millerkim@hunter.info,West Erica,Over,Toys,262.77
10104,9583,3261,2024-12-12,1.0,Hector Turner,oedwards@evans.com,Jessicaborough,Number,Furniture,100.34
10105,7814,3017,2023-10-09,2.0,Daniel Reese,karen93@hotmail.com,Robertmouth,Three,Books,133.36
10106,6368,6136,2024-10-21,3.0,Kristina Martin,kfitzpatrick@powell-bailey.com,South Emily,Close,Books,73.16
10107,6214,1073,2024-06-22,2.0,Julie Barron,michellespencer@mathis.com,South Bridgetfort,Page,Books,389.03
10108,784,3224,2024-06-13,1.0,Anna Harris,smithmegan@dunn-rogers.net,Williamberg,But,Toys,93.53
10109,4121,8548,2024-06-12,3.0,Brian Smith,gvaughn@camacho-anderson.com,Brendamouth,Standard,Furniture,214.87
10110,5000,3535,2025-03-06,2.0,William Acevedo,bjames@kelley.biz,Elizabethborough,Short,Toys,251.61
10111,2673,5894,2024-02-29,4.0,Leah Graves,williammurphy@yahoo.com,Alejandroborough,Open,Furniture,77.96
10112,8953,835,2024-06-14,5.0,Alex Evans,jimenezbrandy@gmail.com,Jenniferhaven,Most,Electronics,479.94
10113,6042,8870,2023-04-28,6.0,Autumn Baxter,caitlynbernard@yahoo.com,Kristinchester,Song,Furniture,393.1
10114,381,2501,2024-11-12,8.0,Johnny Reyes,acooke@yahoo.com,Lake Maryborough,City,Electronics,362.84
10115,3148,6668,2024-09-10,7.0,William Carlson,charris@hotmail.com,South Andrew,Old,Furniture,438.85
10116,241,3926,2024-08-12,1.0,William Smith,elizabeth44@vincent.org,West Amy,Nature,Electronics,187.55
10117,3534,7746,2023-09-12,9.0,Emily Burke,christybutler@taylor-williams.info,Morrisfurt,Market,Books,469.57
10118,7115,3608,2023-07-01,1.0,Aaron Jones,morgangary@garrett.biz,Davidview,Personal,Furniture,158.2
10119,7201,4211,2024-03-03,8.0,Dr. Tommy Taylor Phd,halljustin@yahoo.com,West Jasonfort,Around,Furniture,102.06
10120,7252,2592,2024-12-10,5.0,Steven Greene,donald93@ward-fuller.com,New Aimeemouth,Explain,Electronics,250.48
10121,6459,8689,2024-03-03,8.0,David Williams,logan83@gmail.com,New Matthewborough,Push,Electronics,120.42
10122,1742,3293,2023-10-25,6.0,Brenda Dawson,deannakey@hotmail.com,North Donaldberg,Market,Electronics,324.09
10123,8169,1629,2025-03-14,10.0,Diana Davidson,jacob94@hotmail.com,Port Alison,Effort,Books,130.23
10124,2553,1117,2024-02-09,2.0,Sara Murphy,angela20@adkins-martinez.biz,East Robertbury,Success,Furniture,474.18
10125,8291,7995,2023-09-23,7.0,David Welch,jroth@gmail.com,Lake Johnburgh,Pay,Toys,243.72
10126,6465,5308,2024-09-14,6.0,Alexis Walker,christopher64@martin-booth.org,Markbury,Minute,Toys,368.6
10127,1781,3338,2024-05-16,2.0,Janice Brady,jamesprice@hotmail.com,Randallborough,Then,Furniture,304.15
10128,4750,8300,2024-07-26,4.0,Larry White,carteralexis@yahoo.com,West Robertstad,Consumer,Toys,11.92
10129,1665,9189,2023-06-10,8.0,Bailey Porter,rhonda85@larsen.com,Port Christyshire,Major,Furniture,72.8
10130,2123,6064,2023-07-26,6.0,Anthony Hansen,kfrank@hotmail.com,New Monica,Television,Books,5.39
10131,8249,7990,2024-10-10,7.0,Lisa Baker,taylorshelton@kennedy-rich.com,Lake Denniston,Success,Electronics,326.43
10132,16,7237,2023-04-21,1.0,Harry Glenn,qburton@yahoo.com,Kristinville,Leader,Furniture,310.49
10133,6064,2490,2024-06-14,5.0,Howard Chen,tina72@winters-hester.net,South Sandra,Campaign,Electronics,225.38
10134,3738,7807,2024-12-15,5.0,Elizabeth Young,rwest@moore-short.biz,Danielfurt,Everyone,Furniture,35.36
10135,8960,3037,2023-12-22,3.0,James Washington,wisesheila@norman.info,Charlesshire,He,Furniture,499.79
10136,5656,4928,2024-12-31,4.0,Jon Huber,susan44@yahoo.com,Port Lynnhaven,Debate,Toys,354.16
10137,1995,8872,2023-08-09,2.0,Lori Hicks,tanya39@marshall.com,Phillipsstad,Buy,Books,440.39
10138,6610,7440,2024-12-05,7.0,Dr. Jennifer Davis Dvm,pjimenez@gmail.com,Taylormouth,Do,Electronics,253.92
10139,6485,9558,2023-11-29,7.0,Amy Moore,matthew25@hotmail.com,Thomasberg,War,Books,60.53
10140,2561,4289,2023-08-31,10.0,Melissa Cole,finleycharles@hotmail.com,Moyerfort,Partner,Furniture,193.78
10141,10000,9135,2023-09-16,9.0,,,,Simple,Toys,410.67
10142,1256,2332,2024-03-14,3.0,Christina Wilson,alan30@velez.biz,North Michaelmouth,Pressure,Furniture,484.07
10143,9980,2995,2023-12-27,6.0,,,,Everyone,Books,286.4
10144,6776,527,2023-08-14,6.0,Allen Shea,kmartin@gmail.com,Charlesbury,Whom,Books,197.94
10145,1310,8374,2024-03-13,4.0,Dale Castro,padilladouglas@thompson-walters.org,Tiffanychester,Sound,Books,29.88
10146,9664,8178,2023-07-25,8.0,,,,Study,Books,27.51
10147,8025,7968,2023-07-21,8.0,Jeffrey Moore,stephanie06@gmail.com,West Kathleen,Deal,Furniture,172.65
10148,3891,8138,2023-06-14,1.0,Anthony Hicks,kennethpatterson@reyes.com,West Deborah,Memory,Furniture,288.04
10149,4437,9084,2024-12-04,6.0,Brian Smith,brownmary@gmail.com,Williamborough,History,Books,131.33
10150,4225,283,2024-06-15,4.0,Jennifer Murillo,laustin@gmail.com,Timothymouth,Lay,Furniture,274.3
10151,4256,9262,2023-06-16,2.0,Todd Stewart,kim28@yahoo.com,East Kayla,Anyone,Electronics,54.27
10152,983,6364,2025-01-05,9.0,Mr. Zachary Jarvis,anna35@wallace.info,Michaelfurt,Military,Electronics,229.82
10153,4100,2976,2025-03-28,5.0,Toni Moyer,andrebautista@gmail.com,West Michelletown,Fire,Toys,335.47
10154,2997,7220,2024-04-24,9.0,Tina Mercado,ajohnson@walton.org,Hectorville,Blue,Toys,194.78
10155,3178,6227,2023-07-07,7.0,Larry Mills,bradleydavid@yahoo.com,Nelsonfurt,Top,Electronics,275.46
10156,3383,9685,2024-11-12,6.0,Danielle Mays,laura44@hotmail.com,Hernandezburgh,Window,Furniture,490.74
10157,9607,9221,2024-12-10,4.0,Nicholas Leon,samuelcook@yahoo.com,Harpermouth,Human,Electronics,332.19
10158,6537,9106,2024-06-30,1.0,Mr. Ricky Elliott Phd,ejackson@cervantes-reynolds.com,Robertshire,Station,Electronics,73.3
10159,6917,3052,2024-01-01,10.0,Christine Chase,ushepard@hotmail.com,North Michelle,Ground,Toys,397.09
10160,335,1831,2023-06-23,4.0,Christian Mercado,jeffersonerin@harper.net,North Alexchester,Ability,Furniture,94.2
10161,1279,2043,2023-07-12,1.0,Marisa Gomez,hendersonbrenda@gmail.com,Amandafurt,Central,Electronics,268.84
10162,1074,5344,2023-05-15,10.0,Andrew Ferguson,schultzjason@golden.com,East Troyhaven,Size,Books,142.83
10163,5069,7263,2023-08-10,1.0,Donald Palmer,greenjohn@wilson-lynch.com,Lewisshire,Brother,Electronics,311.98
10164,4455,545,2024-11-23,10.0,Angela King,laneamy@yahoo.com,Port Elizabethland,Author,Furniture,231.67
10165,2348,1402,2024-01-06,9.0,Lori Norman,timothyjohnson@yahoo.com,New Kimberly,Degree,Furniture,331.32
10166,6961,6123,2024-02-20,9.0,Sandra Franco,cynthia85@richards-zimmerman.com,Leemouth,Large,Toys,184.13
10167,7615,6269,2025-01-15,8.0,Anita Mills,daniel79@patel-henderson.biz,Emilyville,Instead,Books,132.61
10168,9970,1142,2023-11-03,2.0,,,,Energy,Toys,459.61
10169,2629,8288,2023-05-26,4.0,Vanessa Le,stephaniemarshall@hotmail.com,Osbornfurt,Mean,Electronics,302.95
10170,5050,3059,2025-02-18,9.0,Amber Garcia,sandyhayes@yahoo.com,Amychester,To,Furniture,375.91
10171,6996,9931,2023-06-29,6.0,Mark Newman,griffinanna@howe.com,South Meganfort,Tree,Electronics,182.14
10172,2369,854,2023-06-16,10.0,Dr. Christian Freeman,jonesmark@gomez.com,New Aaron,Everybody,Toys,263.57
10173,2113,2390,2023-09-19,1.0,Erika Simpson,ythomas@wilcox.biz,New Jorge,Red,Books,64.49
10174,600,5720,2024-07-24,8.0,Kyle Vazquez,angela46@hotmail.com,North Lindabury,Thing,Electronics,52.82
10175,6030,6149,2023-05-01,1.0,Raymond Butler,davisashley@smith.com,Walkerburgh,National,Toys,131.25
10176,8649,2868,2024-04-09,10.0,Dr. James Young Jr.,dsmith@howard-melton.net,West Crystal,Occur,Furniture,398.92
10177,6904,9405,2025-02-06,10.0,Ashley Romero,gerald93@ward-warren.org,West Michael,Much,Books,115.35
10178,6554,1720,2025-03-09,7.0,Jason Martin,stewartdiana@hotmail.com,Port Tiffanymouth,Receive,Books,203.75
10179,2299,9050,2023-12-09,1.0,Susan Rodriguez,patricia69@richardson.com,Johnsonhaven,Carry,Toys,101.27
10180,3278,9626,2023-08-02,6.0,Steve Andrews,jjames@moore.com,Amandamouth,Year,Toys,159.21
10181,7327,4067,2024-08-23,4.0,Elizabeth Young,nicoleparsons@gmail.com,North Carlos,Body,Furniture,198.18
10182,9670,7475,2024-01-26,10.0,,,,Next,Furniture,13.9
10183,6475,4613,2024-04-30,1.0,Joseph Houston Dds,kylemeyers@ellison.com,Port Claytonfort,Almost,Furniture,371.11
10184,3220,7343,2023-06-25,4.0,Margaret Young,ibrown@fernandez.net,Douglasbury,Social,Books,487.75
10185,761,6498,2024-04-29,1.0,Jamie Espinoza,marylewis@hotmail.com,East Marybury,A,Books,380.69
10186,4271,6359,2023-04-26,9.0,Emily Glass,charlesrussell@peterson.net,Bonnieberg,Office,Furniture,75.1
10187,8873,8447,2024-02-06,1.0,Erica Huffman,meltonpaul@gmail.com,Hartmanborough,Office,Electronics,299.6
10188,8950,3546,2023-06-21,3.0,Alexandra Castro,imays@warren-barnett.info,Lake Marychester,Rich,Toys,375.7
10189,9659,3843,2024-06-15,1.0,,,,Development,Books,416.57
10190,5198,228,2024-01-18,5.0,Elizabeth Zhang,kwalker@adams-johnson.net,Christopherfort,Two,Furniture,335.41
10191,6147,3526,2024-07-15,8.0,Daniel Johnson,garzatracey@watson.net,Angelaside,Where,Furniture,271.75
10192,2543,1265,2024-12-29,9.0,James Alvarez,umanning@green.info,Crystalstad,Talk,Toys,9.67
10193,6,9586,2023-08-06,3.0,Robin Carlson,daniel93@smith.org,Taylorchester,American,Toys,187.97
10194,2441,6904,2025-01-12,1.0,Jacqueline Valdez,davidparsons@hotmail.com,Elliottmouth,Choice,Books,305.12
10195,6952,2635,2023-12-06,1.0,Jose Campbell,fwilliams@hotmail.com,West Kristie,Series,Furniture,133.32
10196,8962,7933,2023-06-16,10.0,Susan Martinez,cainsarah@yahoo.com,North Jenniferland,End,Books,128.72
10197,3514,7391,2023-09-25,4.0,Christopher Ballard,nguyentim@gmail.com,Garciamouth,Gas,Furniture,417.18
10198,9055,5568,2023-05-26,4.0,Francisco Smith,garcher@allen-brown.com,Andrewbury,Remember,Toys,217.78
10199,2628,9881,2024-08-09,3.0,Jerome Cruz,butlerderek@perry-miller.net,North Justin,Goal,Books,303.86
10200,3303,4994,2024-04-26,3.0,Bradley Martinez,xrobinson@gonzalez.com,Justinfort,Sing,Toys,11.4
10201,5621,427,2024-07-24,2.0,Richard Johnson,nreyes@ramsey-sanchez.com,Savagefurt,Few,Toys,89.25
10202,15,7442,2023-05-18,1.0,Phillip Durham,nicholaslee@powell.biz,Coreymouth,Attack,Furniture,253.92
10203,2919,6704,2025-03-29,6.0,Allison Wood,shelbybrown@hotmail.com,North Kaylachester,Western,Electronics,140.67
10204,7348,4996,2024-12-26,2.0,Maureen Hines,morrismarcus@gmail.com,Lake Sheilachester,Drug,Electronics,278.08
10205,3262,10083,2024-09-12,6.0,James Dixon,webbkathryn@warner-charles.com,Tylerberg,Key,Toys,233.86
10206,853,4002,2024-01-21,5.0,Brandon Arellano,timothy16@smith.com,Lake George,Meeting,Books,202.1
10207,8295,1801,2023-05-20,1.0,Michael Smith,chadlane@olson-henson.com,South Heatherland,List,Books,13.0
10208,9885,3216,2024-01-13,6.0,,,,Act,Books,31.35
10209,5346,9251,2023-07-27,3.0,Jennifer Bryant,linjessica@yahoo.com,Benjamintown,Financial,Electronics,253.92
10210,5230,7323,2023-09-18,3.0,Steve Parks,danielcabrera@yahoo.com,Brendabury,Remain,Toys,445.77
10211,5523,7433,2024-02-24,8.0,Abigail Dalton,candace21@yahoo.com,Lake Sheila,Scene,Books,114.79
10212,6608,1185,2024-01-08,10.0,Katherine Tucker,jeffreygray@dunn.org,East Christina,Large,Furniture,337.97
10213,7312,4853,2023-05-27,10.0,Sarah Price,howardchristina@mathews-banks.org,Mistyton,West,Electronics,403.7
10214,8963,5463,2024-03-07,9.0,James Cummings,rdavis@yahoo.com,Lake Janet,Product,Furniture,107.2
10215,5913,9739,2023-07-20,6.0,Lucas Price,vhill@yahoo.com,South Amandafurt,People,Furniture,495.99
10216,1076,3059,2023-09-23,3.0,Karen Allen,taylorlaura@hotmail.com,Apriltown,To,Furniture,375.91
10217,948,7170,2023-08-05,10.0,Leah Smith,harry17@kaiser.com,East John,Worker,Books,269.05
10218,9408,964,2024-12-04,1.0,Justin Humphrey,carol77@nichols.org,Lake Christopherfort,Name,Furniture,302.63
10219,4895,3291,2024-03-18,4.0,David Pearson,butlercrystal@yahoo.com,Lake Feliciastad,Want,Furniture,366.46
10220,4085,1570,2025-02-12,4.0,Alexandria Turner,kevin85@hotmail.com,North Michaelview,Try,Toys,360.92
10221,3879,1578,2024-09-25,8.0,Jill Hernandez,james65@beard.org,Allenland,Teacher,Furniture,35.66
10222,2941,7759,2024-03-09,8.0,Bailey Fisher,wongfrancis@yahoo.com,Codyport,Body,Books,395.85
10223,2948,6682,2024-03-19,7.0,Carolyn Blanchard,destinygordon@burgess-pena.info,Lake Monica,Decision,Toys,495.81
10224,9346,5009,2025-01-03,7.0,Anthony Brown,uhiggins@hotmail.com,Grahamberg,Action,Toys,179.11
10225,7472,3504,2023-06-27,4.0,William Terry,dhamilton@gmail.com,Scottfort,Them,Toys,343.33
10226,3421,8903,2025-03-04,3.0,Kevin Johnson,cainryan@gmail.com,Thompsontown,Team,Electronics,342.63
10227,1695,8281,2024-07-16,10.0,Michael Cook,jamie85@yahoo.com,Westberg,Hope,Furniture,390.37
10228,4693,5082,2023-06-20,8.0,Dominic Kelley,jenniferkelley@lewis-howell.com,North Rachelland,Speak,Books,18.63
10229,3750,1957,2024-10-25,4.0,Jeffrey Holloway,debracosta@duncan.info,South Rachelville,Case,Books,253.92
10230,6521,7990,2024-06-10,4.0,Christina Bradford,danielknox@hill-henry.com,Patelmouth,Success,Electronics,326.43
10231,9865,8239,2024-11-09,3.0,,,,Run,Electronics,137.39
10232,9880,667,2024-02-12,6.0,,,,Page,Toys,223.01
10233,2396,8839,2024-08-15,5.0,Luis Johnson,gbarajas@dodson-williams.com,South Melindafurt,Early,Furniture,189.92
10234,7074,5556,2024-06-28,4.0,Jacqueline Walker,stephenwilson@paul-thomas.com,New Andrewland,Run,Furniture,125.81
10235,6937,9565,2023-07-05,8.0,Darren Romero,jane87@yahoo.com,Michelleside,Sort,Books,317.6
10236,933,5664,2023-11-08,4.0,Heidi Peters,jduncan@hotmail.com,Dunnstad,Close,Electronics,324.22
10237,453,9944,2025-01-25,2.0,William Smith,jasonflores@hotmail.com,Hughesshire,Certain,Toys,108.56
